"BudgetHistoryLink","BUDGET","KEY","Budget#","FullAccount","Account","AcctDesc","Description","Dept","L/N","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","BudgetYear+1","BudgetYear+2","BudgetYear+3","BudgetYear+4","DIFF","Comments","Ranking","ImportDate","BudgetYear"
"174995","Kyger","KygerMAINT003-1-20-401-20-320-512-126-4","           ","003-1-20-401-20-320-512-126-4","003-1-20-401-20-320-512-126-4","PULVERIZER","EARLY PULVERIZER (INSPECTIONS AND BALL ROTATION LABOR)(+3%)","MAINT","N","0","28000","28000","28000","28000","28000","28000","28000","28000","28000","28000","56000","336000","336000","336000","336000","336000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"174996","Kyger","KygerMAINT003-1-20-401-20-320-512-126-4","           ","003-1-20-401-20-320-512-126-4","003-1-20-401-20-320-512-126-4","PULVERIZER","57 FULL REBUILD (SHAFT BREAKAGE) MATERIAL","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","190000","190000","190000","190000","190000","190000","0","","1-Reliabil","2025-10-21 11:50:02","2025"
"175065","Kyger","KygerMAINT003-1-20-401-20-320-512-375-4","           ","003-1-20-401-20-320-512-375-4","003-1-20-401-20-320-512-374-4","MISC DRAIN TANK","*ADDED 11-21-2024","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175066","Kyger","KygerMAINT003-1-20-401-20-320-512-375-4","           ","003-1-20-401-20-320-512-375-4","003-1-20-401-20-320-512-375-4","MISC DRAIN TK PUMP","PM & MISC REPAIR","MAINT","N","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","48000","48000","48000","48000","48000","0","","1-Base","2025-10-21 11:50:02","2025"
"175067","Kyger","KygerMAINT003-1-20-401-20-320-512-410-4","           ","003-1-20-401-20-320-512-410-4","003-1-20-401-20-320-512-410-4","BLR FEED PIPING & VALVE","BABY BAILEY REPLACEMENT ($8K X 3)","MAINT","N","0","0","8000","0","0","0","8000","0","0","0","0","8000","24000","24000","24000","24000","24000","0","","1-Reliabil","2025-10-21 11:50:02","2025"
"175068","Kyger","KygerMAINT003-1-20-401-20-320-512-410-4","           ","003-1-20-401-20-320-512-410-4","003-1-20-401-20-320-512-410-4","BLR FEED PIPING & VALVE","PM & MISC REPAIR","MAINT","N","500","500","500","500","500","500","500","500","500","500","500","500","6000","6000","6000","6000","6000","0","","1-Base","2025-10-21 11:50:02","2025"
"175069","Kyger","KygerMAINT003-1-20-401-20-320-512-414-4","           ","003-1-20-401-20-320-512-414-4","003-1-20-401-20-320-512-414-4","CONDENSATE PIPING AND TANK","PM & MISC REPAIR","MAINT","N","200","200","200","200","200","200","200","200","200","200","200","200","2400","2400","2400","2400","2400","0","","1-Base","2025-10-21 11:50:02","2025"
"175070","Kyger","KygerMAINT003-1-20-401-20-320-512-500-4","           ","003-1-20-401-20-320-512-500-4","003-1-20-401-20-320-512-500-4","FGD ABOSORBER 12","PM & MISC REPAIR","MAINT","N","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","14400","14400","14400","14400","14400","0","","1-Base","2025-10-21 11:50:02","2025"
"175071","Kyger","KygerMAINT003-1-20-401-20-320-512-501-4","           ","003-1-20-401-20-320-512-501-4","003-1-20-401-20-320-512-501-4","FGD ABOSORBER 35","PM & MISC REPAIR","MAINT","N","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","14400","14400","14400","14400","14400","0","","1-Base","2025-10-21 11:50:02","2025"
"175072","Kyger","KygerMAINT003-1-20-401-20-320-512-502-4","           ","003-1-20-401-20-320-512-502-4","003-1-20-401-20-320-512-502-4","FGD BYPRODUCT HANDLING","PM & MISC REPAIR","MAINT","N","4200","4200","4200","4200","4200","4200","4200","4200","4200","4200","4200","4200","50400","50400","50400","50400","50400","0","","1-Base","2025-10-21 11:50:02","2025"
"175144","Kyger","KygerMAINT003-1-20-401-20-320-513-191-4","           ","003-1-20-401-20-320-513-191-4","003-1-20-401-20-320-513-191-4","CRANES","SCREENHOUSE CRANE ($7500 NEW WIRE ROPE)","MAINT","N","0","0","0","0","0","0","7500","0","0","0","0","0","7500","7500","7500","7500","7500","0","","1-Circular","2025-10-21 11:50:02","2025"
"175145","Kyger","KygerMAINT003-1-20-401-20-320-513-200-4","           ","003-1-20-401-20-320-513-200-4","003-1-20-401-20-320-513-200-4","STOR BATTERY AND MG","ANNUAL CHARGERS PM","MAINT","N","100","100","100","100","100","100","100","100","100","100","100","100","1200","1200","1200","1200","1200","0","","1-Base","2025-10-21 11:50:02","2025"
"175146","Kyger","KygerMAINT003-1-20-401-20-320-513-209-4","           ","003-1-20-401-20-320-513-209-4","003-1-20-401-20-320-513-209-4","MISC STATION BATTERY","5X TIMERS AND DIGITAL GAUGES AMETEK (2026 PROJECT)","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Safety","2025-10-21 11:50:02","2025"
"175147","Kyger","KygerMAINT003-1-20-401-20-320-513-211-4","           ","003-1-20-401-20-320-513-211-4","003-1-20-401-20-320-513-211-4","550V SWITCHGEAR","PM & MISC REPAIRS","MAINT","N","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","4000","48000","48000","48000","48000","48000","0","","1-Base","2025-10-21 11:50:02","2025"
"175238","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","BioElix Nutrient","ENV","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Move to Fuel","1-Base","2025-10-21 11:50:02","2025"
"175239","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","UF Cleaning (Citric Acid)","ENV","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Move to Fuel","1-Base","2025-10-21 11:50:02","2025"
"175240","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","UF Cleaning (Bleach)","ENV","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Move to Fuel","1-Base","2025-10-21 11:50:02","2025"
"175241","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","Hydrogen Peroxide","ENV","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Move to Fuel","1-Base","2025-10-21 11:50:02","2025"
"175242","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","Startup Contractor asststance","ENV","N","0","0","0","0","0","0","177000","177000","177000","177000","177000","177000","1062000","1062000","1062000","1062000","1062000","0","","1-Environm","2025-10-21 11:50:02","2025"
"175243","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","pH and ORP Probes/Analyzers","ENV","N","0","0","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","10000","10000","10000","10000","10000","0","","1-Base","2025-10-21 11:50:02","2025"
"175244","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","Lab Chemicals (Testing)","ENV","N","0","0","1500","1500","1500","1500","1500","1500","1500","1500","1500","1500","15000","15000","15000","15000","15000","0","","1-Base","2025-10-21 11:50:02","2025"
"175245","Kyger","KygerENV003-1-20-401-20-320-512-540-4","           ","003-1-20-401-20-320-512-540-4","003-1-20-401-20-320-512-540-4","BIOREACTOR","Chemical Pumps","ENV","N","0","0","500","500","500","500","500","500","500","500","500","500","5000","5000","5000","5000","5000","0","","1-Base","2025-10-21 11:50:02","2025"
"175246","Kyger","KygerENV003-1-20-401-20-320-506-105-4","           ","003-1-20-401-20-320-506-105-4","003-1-20-401-20-320-506-105-4","STATION SUPPLIES GENL","Station Supplies Genl","ENV","N","416","416","416","416","416","416","416","416","416","416","416","424","5000","5000","5000","5000","5000","0","","1-Base","2025-10-21 11:50:02","2025"
"175247","Kyger","KygerENV003-1-20-401-20-320-506-122-4","           ","003-1-20-401-20-320-506-122-4","003-1-20-401-20-320-506-122-4","FIRST AID & SAFETY","","ENV","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175248","Kyger","KygerENV003-1-20-401-20-320-506-129-4","           ","003-1-20-401-20-320-506-129-4","003-1-20-401-20-320-506-129-4","POL CONTR-AIR","Air Bottles, Misc.","ENV","N","7000","7083","7083","7083","7083","7083","7083","7083","7083","7083","7083","7087","84917","84917","84917","84917","84917","0","","1-Base","2025-10-21 11:50:02","2025"
"175249","Kyger","KygerENV003-1-20-401-20-320-506-129-4","           ","003-1-20-401-20-320-506-129-4","003-1-20-401-20-320-506-129-4","POL CONTR-AIR","CEMS RATA","ENV","N","0","0","0","0","0","0","44000","0","0","0","0","0","44000","44000","44000","44000","44000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175250","Kyger","KygerENV003-1-20-401-20-320-506-129-4","           ","003-1-20-401-20-320-506-129-4","003-1-20-401-20-320-506-129-4","POL CONTR-AIR","Flow RATA","ENV","N","0","28000","0","0","0","0","0","0","0","28000","0","0","56000","56000","56000","56000","56000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175251","Kyger","KygerENV003-1-20-401-20-320-506-129-4","           ","003-1-20-401-20-320-506-129-4","003-1-20-401-20-320-506-129-4","POL CONTR-AIR","Hg RATA","ENV","N","0","0","0","0","0","0","0","0","0","0","44000","0","44000","44000","44000","44000","44000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175252","Kyger","KygerENV003-1-20-401-20-320-506-129-4","           ","003-1-20-401-20-320-506-129-4","003-1-20-401-20-320-506-129-4","POL CONTR-AIR","Particulate RATA","ENV","N","0","32000","0","0","0","0","0","32000","0","0","0","0","64000","64000","64000","64000","64000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175344","Kyger","KygerSUPPORT003-1-20-401-20-150-500-900-4","           ","003-1-20-401-20-150-500-900-4","003-1-20-401-20-150-500-900-4","OPER SUPV & ENG","","SUPPORT","N","0","0","0","0","0","0","0","0","0","0","500","0","500","500","500","500","500","0","","1-Base","2025-10-21 11:50:02","2025"
"175345","Kyger","KygerSUPPORT003-1-20-401-20-150-500-900-4","           ","003-1-20-401-20-150-500-900-4","003-1-20-401-20-150-500-900-4","OPER SUPV & ENG","Security Sevices (G4S)","SUPPORT","N","0","26320","26320","26320","26320","26320","26320","26320","26320","26320","52640","26320","315840","315840","315840","315840","315840","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175346","Kyger","KygerSUPPORT003-1-20-401-20-150-506-115-4","           ","003-1-20-401-20-150-506-115-4","003-1-20-401-20-150-506-115-4","COMPUTER SUPP&EXP-HRDWARE","","SUPPORT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175347","Kyger","KygerSUPPORT003-1-20-401-20-150-506-116-4","           ","003-1-20-401-20-150-506-116-4","003-1-20-401-20-150-506-116-4","COMPUTER SUPP&EXP-SOFTWARE","","SUPPORT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175348","Kyger","KygerSUPPORT003-1-20-401-20-150-506-123-4","           ","003-1-20-401-20-150-506-123-4","003-1-20-401-20-150-506-123-4","OFFICE SUP & EXP","Copier Paper","SUPPORT","N","0","0","1700","0","0","0","1700","0","0","0","0","1700","5100","5100","5100","5100","5100","0","","1-Base","2025-10-21 11:50:02","2025"
"175349","Kyger","KygerSUPPORT003-1-20-401-20-150-506-123-4","           ","003-1-20-401-20-150-506-123-4","003-1-20-401-20-150-506-123-4","OFFICE SUP & EXP","Office Supplies","SUPPORT","N","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","3000","36000","36000","36000","36000","36000","0","","1-Base","2025-10-21 11:50:02","2025"
"175350","Kyger","KygerSUPPORT003-1-20-401-20-150-514-000-4","           ","003-1-20-401-20-150-514-000-4","003-1-20-401-20-150-514-000-4","OFFICE FURN & EQUIP","","SUPPORT","N","0","0","0","0","0","0","0","0","0","0","0","1500","1500","1500","1500","1500","1500","0","","1-Base","2025-10-21 11:50:02","2025"
"175351","Kyger","KygerSUPPORT003-1-20-401-20-320-506-112-4","           ","003-1-20-401-20-320-506-112-4","003-1-20-401-20-320-506-112-4","SMALL TOOLS","","SUPPORT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"156613","EO","EOLA003-1-10-401-20-302-570-500-5","           ","003-1-10-401-20-302-570-500-5","003-1-10-401-20-302-570-500-5","MAINT STA EQP T&S","","LA","L","8271.4571","7511.7828","8271.4571","18793.7592","8533.3474","8271.8275","8570.7074","8533.3474","8419.3721","8620.6263","8356.3418","8658.3812","110812.4072","110812.4072","110812.4072","110812.4072","110812.4072","0","","","2025-03-18 13:20:02","2025"
"156614","EO","EOLA003-1-10-401-20-304-562-200-5","           ","003-1-10-401-20-304-562-200-5","003-1-10-401-20-304-562-200-5","STA EXP RMC&C","","LA","L","34765.0867","31572.1615","34765.0867","78990.5162","35865.8165","34766.6434","36022.8412","35865.8165","35386.776","36232.6511","35121.8588","36391.3357","465746.5904","465746.5904","465746.5904","465746.5904","465746.5904","0","","","2025-03-18 13:20:02","2025"
"156615","EO","EOLA003-1-10-401-20-304-566-900-5","           ","003-1-10-401-20-304-566-900-5","003-1-10-401-20-304-566-900-5","STA EXP MICR & RADIO RMC&C","","LA","L","2099.5067","1906.682","2099.5067","4770.3353","2165.9812","2099.6007","2175.4641","2165.9812","2137.0513","2188.1348","2121.0526","2197.7179","28127.0145","28127.0145","28127.0145","28127.0145","28127.0145","0","","","2025-03-18 13:20:02","2025"
"156616","EO","EOLA003-1-10-401-20-304-569-100-5","           ","003-1-10-401-20-304-569-100-5","003-1-10-401-20-304-569-100-5","MAINT OF COMPUTER HARDWARE","","LA","L","11980.5235","10880.1979","11980.5235","27221.2102","12359.85","11981.0599","12413.9629","12359.85","12194.7661","12486.2662","12103.472","12540.9511","160502.6331","160502.6331","160502.6331","160502.6331","160502.6331","0","","","2025-03-18 13:20:02","2025"
"156617","EO","EOLA003-1-10-401-20-304-569-200-5","           ","003-1-10-401-20-304-569-200-5","003-1-10-401-20-304-569-200-5","MAINT OF COMPUTER HARDWARE","","LA","L","12034.9697","10929.6436","12034.9697","27344.9188","12416.0201","12035.5086","12470.3789","12416.0201","12250.186","12543.0108","12158.477","12597.9442","161232.0477","161232.0477","161232.0477","161232.0477","161232.0477","0","","","2025-03-18 13:20:02","2025"
"156618","EO","EOLA003-1-10-401-20-304-570-600-5","           ","003-1-10-401-20-304-570-600-5","003-1-10-401-20-304-570-600-5","MAINT STA EQP RMC","","LA","L","2544.4133","2310.7271","2544.4133","5781.2174","2624.9744","2544.5273","2636.4668","2624.9744","2589.914","2651.8225","2570.525","2663.4365","34087.412","34087.412","34087.412","34087.412","34087.412","0","","","2025-03-18 13:20:02","2025"
"156619","EO","EOLA003-1-10-401-20-304-573-000-5","           ","003-1-10-401-20-304-573-000-5","003-1-10-401-20-304-573-000-5","MAINT STA EQP MICR & RADIO","","LA","L","1473.9891","1338.6137","1473.9891","3349.0829","1520.6584","1474.0551","1527.316","1520.6584","1500.3478","1536.2117","1489.1157","1542.9397","19746.9777","19746.9777","19746.9777","19746.9777","19746.9777","0","","","2025-03-18 13:20:02","2025"
"156620","EO","EOLA003-1-10-401-20-306-561-000-5","           ","003-1-10-401-20-306-561-000-5","003-1-10-401-20-306-561-000-5","LOAD DISPATCHING SO","","LA","L","101762.7185","92416.5387","101762.7185","181856.3051","104984.7226","101767.2749","105444.358","104984.7226","103582.4979","106058.5035","102807.0447","106522.9976","1363311.403","1363311.403","1363311.403","1363311.403","1363311.403","0","","","2025-03-18 13:20:02","2025"
"156621","EO","EOLA003-1-20-401-20-304-512-180-5","           ","003-1-20-401-20-304-512-180-5","003-1-20-401-20-304-512-180-5","PRECIPITATORS","","LA","L","10.2011","9.2642","10.2011","23.1782","10.5241","10.2016","10.5702","10.5241","10.3836","10.6318","10.3058","10.6783","136.6642","136.6642","136.6642","136.6642","136.6642","0","","","2025-03-18 13:20:02","2025"
"156622","EO","EOLA003-1-20-401-20-304-513-282-5","           ","003-1-20-401-20-304-513-282-5","003-1-20-401-20-304-513-282-5","138KV TRANSFORMER","","LA","L","10.2148","9.2766","10.2148","23.2092","10.5382","10.2152","10.5843","10.5382","10.3974","10.646","10.3196","10.6926","136.8469","136.8469","136.8469","136.8469","136.8469","0","","","2025-03-18 13:20:02","2025"
"156623","EO","EOLA003-1-20-401-20-304-514-014-5","           ","003-1-20-401-20-304-514-014-5","003-1-20-401-20-304-514-014-5","PLANT TELEPHONES","","LA","L","40.8066","37.0588","40.8066","92.7176","42.0986","40.8085","42.283","42.0986","41.5364","42.5292","41.2254","42.7155","546.6849","546.6849","546.6849","546.6849","546.6849","0","","","2025-03-18 13:20:02","2025"
"156624","EO","EOLA003-2-21-401-20-302-563-100-5","           ","003-2-21-401-20-302-563-100-5","003-2-21-401-20-302-563-100-5","OPER OVERHEAD LINE","","LA","L","403.0885","366.0677","403.0885","915.8662","415.851","403.1065","417.6717","415.851","410.2967","420.1043","407.2251","421.9442","5400.1614","5400.1614","5400.1614","5400.1614","5400.1614","0","","","2025-03-18 13:20:02","2025"
"156625","EO","EOLA003-2-21-401-20-304-513-129-5","           ","003-2-21-401-20-304-513-129-5","003-2-21-401-20-304-513-129-5","MISC GEN & EXCIT HP","","LA","L","25.9645","23.5799","25.9645","58.9945","26.7866","25.9657","26.9039","26.7866","26.4288","27.0606","26.231","27.1791","347.8457","347.8457","347.8457","347.8457","347.8457","0","","","2025-03-18 13:20:02","2025"
"156626","EO","EOLA003-1-10-401-20-303-560-000-5","           ","003-1-10-401-20-303-560-000-5","003-1-10-401-20-303-560-000-5","OPER SUPV & ENG -T&C","","LA","L","12924.2174","11737.2202","12924.2174","29365.3979","13333.4231","12924.7961","13391.7983","13333.4231","13155.3357","13469.797","13056.8504","13528.7893","173145.2658","173145.2658","173145.2658","173145.2658","173145.2658","0","","","2025-03-18 13:20:02","2025"
"172262","Clifty","CliftyTECH003-2-21-401-20-320-506-913-4","           ","003-2-21-401-20-320-506-913-4","003-2-21-401-20-320-506-913-4","SPECIAL SERVICES","Third Party Design Engineering (50k); Drawing Updates (50k)","TECH","N","8400","8400","8400","8400","8400","8400","8400","8400","8400","8400","8400","7596","99996","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172263","Clifty","CliftyTECH003-2-21-401-20-320-512-126-4","           ","003-2-21-401-20-320-512-126-4","003-2-21-401-20-320-512-126-4","PULVERIZER","Replace Unit 1 MAF Sensor back to pitot tubes","TECH","N","0","0","0","0","0","0","9000","0","0","0","0","0","9000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172264","Clifty","CliftyTECH003-2-21-401-20-320-512-306-4","           ","003-2-21-401-20-320-512-306-4","003-2-21-401-20-320-512-306-4","STACK","Repair 13 FRP Liner ($260k)","TECH","N","0","0","0","0","0","0","0","0","0","207071","0","0","207071","0","0","0","0","0","","1C Circula","2025-09-17 12:50:02","2025"
"172265","Clifty","CliftyTECH003-2-21-401-20-320-512-306-4","           ","003-2-21-401-20-320-512-306-4","003-2-21-401-20-320-512-306-4","STACK","Repair New Stack Shell ($100k)","TECH","N","0","0","0","0","0","100000","0","0","0","0","0","0","100000","0","0","0","0","0","","1C Circula","2025-09-17 12:50:02","2025"
"172266","Clifty","CliftyTECH003-2-21-401-20-320-512-306-4","           ","003-2-21-401-20-320-512-306-4","003-2-21-401-20-320-512-306-4","STACK","Repair Old Stack Shells ($200k)","TECH","N","0","0","0","0","0","0","47072","47072","0","0","0","0","94144","0","0","0","0","0","","1C Circula","2025-09-17 12:50:02","2025"
"172267","Clifty","CliftyTECH003-2-21-401-20-320-512-362-4","           ","003-2-21-401-20-320-512-362-4","003-2-21-401-20-320-512-362-4","MAJOR CONTROLS BLR","DCS Replacement Parts ($42k)","TECH","N","3500","3500","3500","3500","3500","3500","3500","3500","3500","3500","3500","3500","42000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172268","Clifty","CliftyTECH003-2-21-401-20-320-512-362-4","           ","003-2-21-401-20-320-512-362-4","003-2-21-401-20-320-512-362-4","MAJOR CONTROLS BLR","Combustion Optimization System Implementation Utilizing AI Technology","TECH","N","0","0","0","0","0","195000","0","0","0","0","0","0","195000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172269","Clifty","CliftyTECH003-2-21-401-20-320-512-362-4","           ","003-2-21-401-20-320-512-362-4","003-2-21-401-20-320-512-362-4","MAJOR CONTROLS BLR","Soot Blower Optimization System Implementation Utilizing AI Technology","TECH","N","0","0","0","0","0","97500","0","0","0","0","0","0","97500","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"172342","Clifty","CliftyMAT MGT003-2-21-401-20-320-512-398-4","           ","003-2-21-401-20-320-512-398-4","003-2-21-401-20-320-512-398-4","STORES EXPENSE","""Open Stock (5% BOILER PLANT MANTENANCE-FANS, STACKS, BOILER FEED PUMP, HIGH PRESSURE/LOW PRESSURE HEATERS, HEATER DRAIN PUMP, WATER TREATMENT, CHEM FEED EQUIPMENT)""","MAT MGT","N","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","2671.3333","32056","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172343","Clifty","CliftyMAT MGT003-2-21-401-20-320-512-498-4","           ","003-2-21-401-20-320-512-498-4","003-2-21-401-20-320-512-498-4","STORES EXPENSE","Open Stock (2% BOILER PLANT MANTENANCE-PIPING)","MAT MGT","N","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","1068.3333","12820","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172344","Clifty","CliftyMAT MGT003-2-21-401-20-320-513-198-4","           ","003-2-21-401-20-320-513-198-4","003-2-21-401-20-320-513-198-4","STORES EXPENSE","Open Stock (32% ELECTRIC MAINTENANCE-HP TURBINES)","MAT MGT","N","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","16407.6666","196892","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172345","Clifty","CliftyMAT MGT003-2-21-401-20-320-513-298-4","           ","003-2-21-401-20-320-513-298-4","003-2-21-401-20-320-513-298-4","STORES EXPENSE","""Open Stock (1% ELECTRIC MAINTENANCE-SWITCHGEAR, BATTERIES, BREAKERS)""","MAT MGT","N","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","534.6666","6416","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172346","Clifty","CliftyMAT MGT003-2-21-401-20-320-514-098-4","           ","003-2-21-401-20-320-514-098-4","003-2-21-401-20-320-514-098-4","STORES EXPENSE","Open Stock (6% MAINTENANCE MISC STEAM PLANT)","MAT MGT","N","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","3897.6666","46772","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172347","Clifty","CliftyENV003-2-21-401-20-320-502-103-4","           ","003-2-21-401-20-320-502-103-4","003-2-21-401-20-320-502-103-4","DRY FLY ASH HAULING","""Fly ash silo cleaning & inspection, mixer replacement, trench management""","ENV","N","11000","11000","26000","11000","11000","11000","11000","11000","21000","11000","11000","11000","157000","0","0","0","0","0","""Mixer replacement in 2025, silo cleanings in 2027 and 2028, vacuum system motor replacement""","1R Reliabi","2025-09-17 12:50:02","2025"
"171824","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-208-4","           ","003-2-21-401-20-320-512-208-4","003-2-21-401-20-320-512-208-4","ASH HOPPER","Scaffolding","PLANNED-04","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171825","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-236-4","           ","003-2-21-401-20-320-512-236-4","003-2-21-401-20-320-512-236-4","WATERWALLS","Boiler repairs / dutchmen / casing","PLANNED-04","N","0","0","0","0","42000","75000","5000","0","0","0","0","0","122000","0","0","0","0","0","","1R Reliabi","2025-09-17 12:50:02","2025"
"171826","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-236-4","           ","003-2-21-401-20-320-512-236-4","003-2-21-401-20-320-512-236-4","WATERWALLS","Misc. Parts","PLANNED-04","N","0","0","0","5000","5000","0","0","0","0","0","0","0","10000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171827","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-236-4","           ","003-2-21-401-20-320-512-236-4","003-2-21-401-20-320-512-236-4","WATERWALLS","Front wall Refractory - windbox sealing","PLANNED-04","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171828","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-236-4","           ","003-2-21-401-20-320-512-236-4","003-2-21-401-20-320-512-236-4","WATERWALLS","Primary Furnace Roof Seals","PLANNED-04","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"171829","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-212-4","           ","003-2-21-401-20-320-512-212-4","003-2-21-401-20-320-512-212-4","Secondary Superheat","Convection pass repairs (punchlist)","PLANNED-04","N","0","0","0","0","0","65000","0","0","0","0","0","0","65000","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"171830","Clifty","CliftyPLANNED-04003-2-21-401-20-320-512-212-4","           ","003-2-21-401-20-320-512-212-4","003-2-21-401-20-320-512-212-4","Secondary Superheat","DMW Inspection","PLANNED-04","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-09-17 12:50:02","2025"
"172281","Clifty","CliftyTECH003-2-21-401-20-350-512-108-4","           ","003-2-21-401-20-350-512-108-4","003-2-21-401-20-350-512-108-4","COAL SCALES","Coal Scale Vendor Semi-Annual PM ($40k)","TECH","N","0","0","0","19824","0","0","0","0","19824","0","0","0","39648","0","0","0","0","0","","1H Heat Ra","2025-09-17 12:50:02","2025"
"172282","Clifty","CliftyTECH003-2-21-401-20-350-512-108-4","           ","003-2-21-401-20-350-512-108-4","003-2-21-401-20-350-512-108-4","COAL SCALES","Coal Scale Replacement #4 Vendor Recommended ($144k)","TECH","N","0","0","0","0","0","0","44379","0","0","0","0","0","44379","0","0","0","0","0","","1H Heat Ra","2025-09-17 12:50:02","2025"
